weapon_type,weapon_type_description,firearm_make,firearm_model,firearm_barrel_length,firearm_caliber,total_number_of_shots,firearm_reloaded,number_of_cartridge_reloaded,handgun_worn_type,handgun_drawn_type,method_used_to_reload,sight_used,protective_cover_used,discharge_distance,object_struck_of_discharge,discharge_position,trr_report_id
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104087
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104091
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104095
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104096
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104100
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104101
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104109
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104127
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104128
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104155
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104158
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104162
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104164
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104167
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104168
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104243
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104247
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104248
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104299
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104308
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104311
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104312
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104353
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,19,4, 9 MM,2,No,0,LEFT SIDE (WAIST),STRONG SIDE DRAW,N/A,false,NONE,10-15FT,PERSON,SITTING,104360
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104398
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104408
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104424
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104426
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104435
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104460
SEMI-AUTO PISTOL,SPRINGFIELD ARMORY M1A,,XD-45,3.1, 45 ACP,1,No,0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,DNA,false,NONE,0-5FT,PERSON,STANDING,104468
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104482
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,19,4.02, 9 MM,11,No,0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,DNA,true,DISTANCE,05-10FT,OBJECT,STANDING,104521
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,17,4.5, 9 MM,5,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,false,NONE,0-5FT,OBJECT,STANDING,104522
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104538
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104548
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104551
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104574
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104595
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104599
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104607
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104608
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104622
CHEMICAL WEAPON,,,,,,,,,,,,,,,,,104627
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104631
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104665
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104670
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104672
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104673
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104676
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104679
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104680
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104683
SEMI-AUTO PISTOL,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",,M&P,4.25, 9 MM,5,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,true,NONE,10-15FT,UNKNOWN,STANDING,104689
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104690
TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,,104704
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104731
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104736
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104762
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104819
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104820
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104845
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104858
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,17,4.48, 9 MM,5,No,,LEFT SIDE (WAIST),STRONG SIDE DRAW,,true,PINNED BETWEEN VEHICLES,05-10FT,PERSON,STANDING,104863
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104926
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104946
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104969
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104987
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104993
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,104994
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105018
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105047
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105059
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,21,4.61,45 CAL,1,No,0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,false,NONE,OVER 15FT,NONE,STANDING,105065
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105096
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105100
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105104
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105106
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105107
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105131
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105183
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105188
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105197
CHEMICAL WEAPON,,,,,,,,,,,,,,,,,105200
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105247
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105250
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,17,4.5, 9 MM,18,Yes,1,LEFT SIDE (WAIST),STRONG SIDE DRAW,TACTICAL RELOAD,true,"SHIELDING AND COVER, TACTICAL RETREAT",OVER 15FT,NONE,STANDING,105260
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105290
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105294
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105295
CHEMICAL WEAPON,,,,,,,,,,,,,,,,,105344
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105355
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105358
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105370
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105372
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105373
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,105434
CHEMICAL WEAPON,,,,,,,,,,,,,,,,,105444
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,353787
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,354083
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,355728
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,356653
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,357400
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,357607
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,357711
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,360895
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,361543
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,361650
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,362730
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,364786
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,365125
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,366220
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,368906
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,369507
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,370312
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,370388
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,370573
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,376008
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,376250
OTHER (SPECIFY),,,,,,,,,,,,,,,ANY OTHER COMBINATION,,376278
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,376280
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,378479
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,379343
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,379379
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,380450
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,382088
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,383104
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,385305
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,386607
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,387120
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,387165
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,387183
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,7,No,,,,,,,,SUBJECT,,387472
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,387883
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,388956
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,389387
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,393000
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,9,No,,,,,,,,UNKNOWN,,393020
SEMI-AUTO PISTOL,,"SPRINGFIELD ARMORY,GENESEO,IL",XD9,,,14,Yes,,,,,,,,UNKNOWN,,393021
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,396997
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,398871
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,398937
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,399012
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,399105
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,401509
SEMI-AUTO PISTOL,,GLOCK GMBH,42,,,1,No,,,,,,,,SUBJECT,,401602
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,407932
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,408005
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,409070
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,409199
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,409847
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,409927
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,410484
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,412105
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,412420
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,414702
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,419131
SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,1,No,,,,,,,,OBJECT,,420870
SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,1,No,,,,,,,,UNKNOWN,,420877
SEMI-AUTO PISTOL,,SMITH & WESSON,M&P,,,1,No,,,,,,,,OBJECT,,420945
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,421862
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,3,No,,,,,,,,SUBJECT,,424638
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,3,No,,,,,,,,SUBJECT,,424755
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,OBJECT,,426034
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,428376
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,428380
SEMI-AUTO PISTOL,,RUGER,LCP,,,2,No,,,,,,,,NONE,,428917
REVOLVER,,SMITH & WESSON,38,,,1,No,,,,,,,,NONE,,428986
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,431103
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,431570
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,432843
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,437912
CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,443588
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,444720
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,447910
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,450937
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,451238
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,453513
SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,4,No,,,,,,,,SUBJECT,,453802
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,454969
OTHER (SPECIFY),,,,,,,,,,,,,,,NONE,,456570
OTHER (SPECIFY),,,,,,,,,,,,,,,NONE,,457517
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,460135
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,461306
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,463983
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,465507
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,466003
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,1,No,,,,,,,,SUBJECT,,468384
TASER (PROBE DISCHARGE),,,,,,,No,,,,,,,,SUBJECT,,468384
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,468516
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,470775
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,472679
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,476167
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,484383
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,484387
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,490255
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,491766
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,493134
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,494762
SEMI-AUTO PISTOL,,"SAUER, J. P. (SAUER & SOHN)",P220,,,4,No,,,,,,,,SUBJECT,,494815
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,495433
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,495639
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,500033
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,503691
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,504920
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,506720
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,508670
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,508812
CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,511615
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,516004
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,516817
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,517688
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,520462
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,523752
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,525082
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,531327
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,531523
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,534118
SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,2,No,,,,,,,,UNKNOWN,,534977
SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,3,No,,,,,,,,SUBJECT,,535457
CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,536576
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,537310
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,537636
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,539556
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,540813
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,541684
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,542389
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,544108
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,544866
SEMI-AUTO PISTOL,,"SPRINGFIELD ARMORY,GENESEO,IL",XDM,,,3,No,,,,,,,,SUBJECT,,547133
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,549757
OTHER (SPECIFY),,,,,,,,,,,,,,,NONE,,549933
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,552827
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,553664
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,553802
OTHER (SPECIFY),,,,,,,No,,,,,,,,SUBJECT,,555904
RIFLE,,BUSHMASTER FIREARMS,XM15E2,,,1,No,,,,,,,,SUBJECT,,555904
OTHER (SPECIFY),,,,,,,No,,,,,,,,SUBJECT,,555911
RIFLE,,REMINGTON ARMS CO.,870,,,1,No,,,,,,,,SUBJECT,,555911
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,556989
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,557130
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,558328
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,559283
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,561086
CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,562735
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,563682
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,564089
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,564120
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,566805
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,566806
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,566808
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,566809
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,567525
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,567537
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,570281
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,8,No,,,,,,,,SUBJECT,,572692
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,2,No,,,,,,,,SUBJECT,,572743
CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,573591
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,576229
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,577988
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,578076
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,578929
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,579039
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,579111
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,,579694
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,581965
SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,5,No,,,,,,,,SUBJECT,,583253
CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,583540
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,586349
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,589844
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,592517
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,594419
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,597295
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,598638
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,599653
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,599671
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,599947
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,599956
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,600128
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,601331
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,602255
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,602285
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,603115
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,603251
CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,603809
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,604201
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,604909
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,611533
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,ANY OTHER COMBINATION,,612296
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,612310
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,612587
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,613485
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,615744
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,616373
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,616381
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,616398
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,616935
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,617742
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,617743
SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,11,No,,,,,,,,UNKNOWN,,627186
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,7,No,,,,,,,,UNKNOWN,,627195
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,629237
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,631719
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,631782
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,632272
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,OTHER PERSON,,633824
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,634538
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,635981
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,640158
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,645828
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,646871
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,648629
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,650241
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,650322
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,650627
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,655069
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,655783
CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,662144
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,669884
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,671313
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,673402
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,681100
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,OBJECT,,681607
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,685633
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,NONE,,686371
CHEMICAL WEAPON,,,,,,,,,,,,,,,SUBJECT,,687532
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,1,No,,,,,,,,SUBJECT,,689245
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,690167
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,691004
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,691721
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,692181
TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,SUBJECT,,694448
